employee_id,rating,year,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki,year_competency,avg_competency_score
EMP100334,1.0,2024,SARI MAULANA,857262,3,2,4,4,1,1,3,3,3,42,24,88,DC,Dominant-Conscientious,ENFJ,,,5,2024,1.125
EMP100335,2.0,2024,MAHENDRA PRAMUDITA PURNAMA,567404,4,2,4,5,3,3,1,3,2,66,85,31,NAN,Influencer-Steadiness,INFP,119.0,37.0,5,2024,2.4444444444444446
EMP100336,3.0,2024,EVI PRATOMO,873097,3,4,1,5,4,3,3,1,6,26,46,96,SI,Steadiness-Influencer,ISTJ,117.0,30.0,5,2024,2.9
EMP100337,4.0,2024,ANISA SITUMORANG,434979,1,4,2,3,4,2,1,4,1,87,53,78,NAN,Steadiness-Conscientious,ENTJ,85.0,22.0,4,2024,4.222222222222222
EMP100338,4.0,2024,GALIH HALIM,376354,2,1,4,4,3,3,1,3,5,123,99,96,SC,Steadiness-Conscientious,ESFJ,,,6,2024,3.888888888888889
EMP100339,5.0,2024,RAFA PRAMUDITA PURNAMA,506956,3,4,1,3,1,2,1,4,6,53,67,82,IC,Influencer-Conscientious,INFP,81.0,27.0,4,2024,4.6
EMP100340,2.0,2024,RIFQI GINTING,213811,4,2,5,4,5,2,1,2,2,59,94,25,SD,Steadiness-Dominant,INTP,,,5,2024,1.0
EMP100341,3.0,2024,LESTARI HANDAYANI,929554,4,3,6,6,2,3,2,4,1,30,63,42,IC,Influencer-Conscientious,ESFJ,136.0,22.0,7,2024,2.7
EMP100342,4.0,2024,LUTHFI UTAMA PRADANA,161705,1,1,1,2,4,1,3,2,1,66,72,82,SI,Steadiness-Influencer,INFP,88.0,33.0,8,2024,3.7
EMP100343,,2024,ADIT TAMBA,959800,3,2,2,6,2,3,3,2,4,80,22,68,DC,Dominant-Conscientious,INTJ,,28.0,8,2024,3.0
EMP100344,,2024,IMAN WIJAYA GINTING,303395,3,2,1,4,1,3,2,2,3,112,69,75,IS,Influencer-Steadiness,INTP,,,7,2024,3.5
EMP100345,4.0,2024,ARIF JATMIKO WIBOWO,904691,3,1,6,6,1,3,2,4,3,7,23,47,ID,Influencer-Dominant,ESFP,139.0,26.0,1,2024,2.142857142857143
EMP100346,4.0,2024,ARI RIDWAN,772854,2,4,3,1,1,1,1,3,3,64,93,89,IC,Influencer-Conscientious,INTJ,94.0,23.0,3,2024,3.75
EMP100347,,2024,RIZKY NABILA FAUZIAH,746531,2,1,2,4,5,1,2,4,4,53,54,98,CD,Conscientious-Dominant,ENTJ,,,5,2024,4.3
EMP100348,4.0,2024,INDRA ANANDA,608424,4,2,4,2,1,3,2,1,3,65,24,49,SI,Steadiness-Influencer,INFJ,95.0,26.0,2,2024,4.2
EMP100349,4.0,2024,DWI RIDWAN,417624,2,4,3,4,5,3,3,1,1,97,42,31,IC,Influencer-Conscientious,ESTP,,,5,2024,4.1
EMP100350,5.0,2024,GALIH GANESHA FAUZIAH,574728,2,2,4,4,3,2,3,1,4,98,42,69,DC,Dominant-Conscientious,NAN,,,9,2024,4.444444444444445
EMP100351,5.0,2024,CAHYO JATMIKO WIBOWO,342607,3,1,6,6,5,3,1,4,1,62,48,91,CS,Conscientious-Steadiness,INTJ,139.0,31.0,6,2024,4.8
EMP100352,5.0,2024,GITA WIJAYA LESTARI,360837,4,1,6,1,3,1,3,2,5,24,93,95,SD,Steadiness-Dominant,ISTJ,85.0,29.0,6,2024,4.888888888888889
EMP100353,4.0,2024,WAHYU KUSUMA,461785,3,4,2,6,4,1,3,4,3,24,29,93,DI,Dominant-Influencer,ENFJ,89.0,41.0,7,2024,4.3
EMP100354,4.0,2024,WAHYU SETIAWAN,635548,4,4,3,4,4,2,2,4,5,52,49,82,CD,Conscientious-Dominant,INFP,,,1,2024,4.125
EMP100355,4.0,2024,DIMAS ERLANGGA YULIANTO,225016,2,2,2,5,3,1,3,1,4,86,68,22,CD,Conscientious-Dominant,NAN,103.0,26.0,3,2024,4.0
EMP100356,1.0,2024,ADI BASKARA SUBEKTI,895426,2,3,4,4,5,3,3,1,4,18,38,84,DS,Dominant-Steadiness,ENTJ,,,2,2024,1.25
EMP100357,4.0,2024,ADIT SIREGAR,197677,1,2,2,6,2,3,2,1,1,90,61,99,ID,Influencer-Dominant,ENTJ,119.0,30.0,1,2024,4.0
EMP100358,3.0,2024,RIZKI HANDAYANI,634957,1,4,3,5,3,3,2,4,3,97,29,98,NAN,Steadiness-Conscientious,ENFJ,127.0,25.0,10,2024,2.9
EMP100359,2.0,2024,VANIA BASKARA PRATAMA,674316,2,1,1,6,3,1,1,4,2,24,47,25,SC,Steadiness-Conscientious,NAN,91.0,22.0,4,2024,1.8
EMP100360,1.0,2024,RIZKA RACHMAN WIJAYA,652331,1,4,5,3,1,2,1,2,5,6,91,92,DC,Dominant-Conscientious,ENTJ,110.0,26.0,2,2024,1.2222222222222223
EMP100361,4.0,2024,EKO BASKARA ANANDA,812639,3,3,3,2,5,1,1,4,1,52,32,47,IS,Influencer-Steadiness,ESFJ,83.0,34.0,4,2024,13.5
EMP100362,3.0,2024,ADIT GINTING,333391,4,3,1,5,4,3,3,4,1,32,100,64,NAN,Steadiness-Influencer,NAN,,29.0,4,2024,2.8
EMP100363,,2024,ZAHRA SALSABILA,134265,3,2,5,5,5,1,2,3,4,44,52,85,IC,Influencer-Conscientious,INTP,128.0,27.0,5,2024,4.0
EMP100364,1.0,2024,UTAMI KUSUMA,705134,3,4,6,2,2,3,2,4,2,60,59,86,IS,Influencer-Steadiness,ESTP,97.0,31.0,4,2024,1.1111111111111112
EMP100365,5.0,2024,MAYA SYAHPUTRA,620897,1,1,6,3,2,1,1,3,4,37,33,27,CI,Conscientious-Influencer,INFP,111.0,27.0,9,2024,4.666666666666667
EMP100366,3.0,2024,ZAKI QOLBI TAMBA,989990,3,3,4,3,3,1,3,2,2,65,23,34,DI,Dominant-Influencer,ESTP,93.0,22.0,8,2024,2.875
EMP100367,3.0,2024,UTAMI UTAMA MAULANA,294905,1,2,5,5,5,3,2,3,2,63,80,42,SD,Steadiness-Dominant,ISFJ,119.0,27.0,3,2024,3.2222222222222223
EMP100368,3.0,2024,DEWI INDRAWAN,472478,2,4,2,1,2,2,3,3,3,111,73,98,SD,Steadiness-Dominant,ESTP,119.0,21.0,9,2024,3.111111111111111
EMP100369,2.0,2024,WAHYU HALIM,487988,4,1,3,2,2,1,3,1,2,51,37,75,SC,Steadiness-Conscientious,INTJ,106.0,26.0,2,2024,1.0
EMP100370,4.0,2024,BAYU TAMBA,645731,3,1,4,3,5,1,3,2,6,34,38,23,DS,Dominant-Steadiness,ISTP,83.0,25.0,5,2024,3.875
EMP100371,3.0,2024,AHMAD YUDHISTIRA PRATAMA,909147,2,1,1,3,4,1,2,3,6,71,24,73,CS,Conscientious-Steadiness,ESFJ,137.0,15.0,8,2024,2.75
EMP100372,4.0,2024,ANDI BASKARA PAMUNGKAS,653084,1,2,5,5,5,2,3,2,3,20,46,53,IS,Influencer-Steadiness,NAN,128.0,28.0,5,2024,4.285714285714286
EMP100373,2.0,2024,GITA LESTARI,338577,1,1,1,1,5,2,3,1,6,73,64,31,DI,Dominant-Influencer,ENTJ,136.0,32.0,10,2024,2.0
EMP100374,3.0,2024,UTAMI TAMBA,674491,3,4,1,6,2,1,1,2,4,14,34,86,DI,Dominant-Influencer,ENFJ,,32.0,7,2024,3.0
EMP100375,5.0,2024,INTAN SETIAWAN,232284,2,4,3,1,2,2,1,3,2,58,27,90,DS,Dominant-Steadiness,INTP,100.0,17.0,10,2024,4.777777777777778
EMP100376,3.0,2024,EVI IQBAL SYAHPUTRA,924611,2,4,4,4,1,2,3,3,3,25,79,85,IC,Influencer-Conscientious,ENFJ,,,9,2024,3.0
EMP100377,3.0,2024,MAHENDRA PRAMUDITA SINAGA,371193,1,3,2,1,5,1,1,3,5,91,29,97,CI,Conscientious-Influencer,INFP,94.0,31.0,6,2024,2.7142857142857144
EMP100378,1.0,2024,HANA HALIM,321596,4,2,5,6,4,2,1,4,2,27,80,47,DC,Dominant-Conscientious,ISTP,119.0,40.0,9,2024,1.3333333333333333
EMP100379,4.0,2024,AYU MAHARDIKA SIMANJUNTAK,840629,3,2,5,4,4,3,1,3,4,64,55,56,SD,Steadiness-Dominant,ENTJ,,,9,2024,4.444444444444445
EMP100380,4.0,2024,EVI MAULIDA,878062,4,2,2,4,2,2,3,3,3,32,99,47,NAN,Conscientious-Dominant,INFP,,,5,2024,3.8
EMP100381,5.0,2024,CAHYO HALIM SIREGAR,908213,3,2,4,5,2,2,3,1,5,43,70,71,DC,Dominant-Conscientious,ISTP,107.0,19.0,1,2024,5.0
EMP100382,4.0,2024,UTAMI ERLANGGA TAMBA,208071,2,4,5,4,4,2,2,2,4,65,50,96,DS,Dominant-Steadiness,ESTP,,,1,2024,3.888888888888889
EMP100383,3.0,2024,EKO MAHENDRA,161541,4,1,5,1,1,3,1,3,4,66,39,100,SC,Steadiness-Conscientious,ESTJ,98.0,19.0,2,2024,3.0
EMP100384,2.0,2024,DIMAS SAPUTRA UTAMI,827380,1,4,1,5,3,2,1,4,5,98,26,44,NAN,Dominant-Conscientious,ENFP,122.0,24.0,1,2024,2.0
EMP100385,3.0,2024,HANA ANANDA,303038,1,2,4,1,5,2,3,4,5,44,86,22,CI,Conscientious-Influencer,ISFP,113.0,18.0,2,2024,3.125
EMP100386,,2024,TANIA SANTOSO,675878,1,3,3,6,4,2,3,2,5,76,64,88,SC,Steadiness-Conscientious,ISFJ,140.0,34.0,6,2024,2.875
EMP100387,3.0,2024,ARI TRI HARTANTO,981132,2,3,6,5,3,2,3,3,4,50,59,29,NAN,Steadiness-Conscientious,ENFJ,,27.0,5,2024,3.125
EMP100388,2.0,2024,RANI QOLBI ZULFIKAR,541183,1,4,1,1,1,3,1,3,1,33,22,51,SD,Steadiness-Dominant,ISFP,140.0,27.0,2,2024,2.0
EMP100389,3.0,2024,FAJAR PRATAMA,434915,2,3,5,3,1,2,3,4,6,74,83,30,SI,Steadiness-Influencer,INTP,,43.0,2,2024,3.0
EMP100390,,2024,BAYU TRI SIMANJUNTAK,454485,2,3,1,1,3,3,1,2,4,35,38,37,DC,Dominant-Conscientious,ENFJ,125.0,31.0,4,2024,4.6
EMP100391,2.0,2024,RIZKA ADI ANGGARA,731323,1,4,3,3,3,3,3,2,5,51,80,85,IS,Influencer-Steadiness,INFJ,131.0,38.0,9,2024,1.9
EMP100392,3.0,2024,TANIA HERLAMBANG,129384,1,3,6,2,3,3,1,1,6,20,94,57,SI,Steadiness-Influencer,NAN,110.0,18.0,7,2024,3.1
EMP100393,4.0,2024,OKTAVIA RAMADHAN,782437,4,2,2,3,2,1,3,1,1,61,26,92,ID,Influencer-Dominant,ESFJ,120.0,28.0,10,2024,3.8
EMP100394,4.0,2024,HADI JATMIKO KURNIAWAN,222371,3,1,4,5,5,3,1,3,3,44,61,85,CD,Conscientious-Dominant,ISTP,131.0,27.0,4,2024,3.857142857142857
EMP100395,4.0,2024,JOKO NABILA SANTOSO,564871,3,3,1,2,1,1,3,4,4,54,60,72,SC,Steadiness-Conscientious,ESFJ,139.0,35.0,1,2024,4.0
EMP100396,3.0,2024,ZAKI ANUGRAH NUGROHO,875084,4,1,6,3,3,2,3,4,6,36,88,23,DC,Dominant-Conscientious,ESTJ,138.0,32.0,1,2024,3.4444444444444446
EMP100397,4.0,2024,YUNI IQBAL PUTRA,741949,4,3,5,5,2,1,2,1,5,90,67,44,DI,Dominant-Influencer,ISTP,,16.0,7,2024,4.0
EMP100398,4.0,2024,JOKO WIJAYA WIJAYA,399540,1,3,2,3,4,1,3,2,5,94,51,50,ID,Influencer-Dominant,ESFP,138.0,20.0,1,2024,4.111111111111111
EMP100399,3.0,2024,ZAKI RAMADHAN,526292,1,3,5,5,1,2,3,3,3,56,89,43,NAN,Dominant-Conscientious,ISTJ,128.0,24.0,3,2024,3.1
EMP100400,4.0,2024,LUTHFI HERLAMBANG,517255,4,1,4,3,2,2,3,3,2,53,96,80,ID,Influencer-Dominant,ENFP,96.0,23.0,9,2024,4.1
EMP100401,4.0,2024,DWI WIJAYA HALIM,744205,4,2,1,4,2,1,1,3,6,74,78,22,DC,Dominant-Conscientious,ISFP,,,4,2024,4.333333333333333
EMP100402,4.0,2024,FAJAR CANDRA MAULIDA,589960,1,3,6,3,3,3,1,1,5,91,90,94,ID,Influencer-Dominant,INFP,83.0,33.0,5,2024,3.625
EMP100403,,2024,PRASETYO LESTARI,468763,2,2,2,1,2,1,1,4,2,46,44,85,IC,Influencer-Conscientious,ENFJ,104.0,32.0,2,2024,1.1111111111111112
EMP100404,4.0,2024,ANISA TRI ANGGARA,182223,3,3,4,3,5,3,2,2,5,25,93,54,ID,Influencer-Dominant,ESFJ,94.0,21.0,2,2024,3.875
EMP100405,4.0,2024,TEGUH ERLANGGA SETIAWAN,537895,2,4,1,3,5,1,1,4,4,55,49,63,NAN,Conscientious-Influencer,ISTP,127.0,34.0,4,2024,3.888888888888889
EMP100406,3.0,2024,VANIA LESTARI SUBEKTI,418303,4,2,4,3,4,2,1,1,5,25,71,97,DC,Dominant-Conscientious,INTP,85.0,25.0,6,2024,3.0
EMP100407,5.0,2024,ARIF RACHMAN SUHARTO,625383,2,2,1,3,3,1,1,4,3,94,68,83,DC,Dominant-Conscientious,ESTJ,116.0,19.0,7,2024,4.8
EMP100408,2.0,2024,RAFA ANUGRAH KUSUMA,310594,1,3,3,3,1,3,1,2,2,26,30,45,CD,Conscientious-Dominant,ESFP,80.0,26.0,4,2024,2.0
EMP100409,3.0,2024,RANI GINTING,248563,2,2,4,2,3,3,2,2,4,24,62,64,SD,Steadiness-Dominant,ISFJ,125.0,24.0,10,2024,3.2
EMP100410,4.0,2024,ADIT SAPUTRA WIJAYA,670362,2,1,4,1,2,3,1,1,4,64,28,40,DS,Dominant-Steadiness,ISTJ,,28.0,10,2024,16.375
EMP100411,5.0,2024,RANI FAUZIAH,266657,2,2,3,6,3,3,1,4,1,29,57,87,SC,Steadiness-Conscientious,INTP,115.0,30.0,6,2024,4.888888888888889
EMP100412,3.0,2024,TANIA SYAHPUTRA,610532,4,4,1,5,4,1,2,2,4,26,58,50,DS,Dominant-Steadiness,ENFJ,130.0,36.0,8,2024,2.8333333333333335
EMP100413,4.0,2024,ZAHRA UTAMA PRATOMO,376539,2,1,3,6,5,2,1,1,6,46,23,87,NAN,Conscientious-Influencer,ISTP,86.0,31.0,6,2024,4.111111111111111
EMP100414,2.0,2024,CITRA HASIBUAN,184175,1,2,4,6,4,2,3,3,4,70,58,99,DC,Dominant-Conscientious,ESFP,104.0,26.0,10,2024,2.3
EMP100415,3.0,2024,HADI LUKMAN,306853,1,1,2,2,2,2,1,1,4,38,86,96,DS,Dominant-Steadiness,ENTJ,86.0,19.0,8,2024,2.9
EMP100416,1.0,2024,CAHYO GANESHA HANDAYANI,763802,4,3,2,6,4,1,3,3,4,38,45,94,CS,Conscientious-Steadiness,ESFJ,139.0,24.0,2,2024,1.3
EMP100417,3.0,2024,ADI SITUMORANG,212203,2,1,1,4,1,1,1,4,3,32,73,24,DI,Dominant-Influencer,INTJ,,,1,2024,3.3333333333333335
EMP100418,5.0,2024,OKTAVIA GANESHA FAUZIAH,361013,4,4,4,4,4,2,2,4,4,29,79,97,IS,Influencer-Steadiness,ISFP,,,9,2024,3.0
EMP100419,5.0,2024,LESTARI HIDAYAT,143661,4,1,1,4,1,2,2,2,5,49,73,87,DC,Dominant-Conscientious,ISFJ,,,7,2024,4.888888888888889
EMP100420,4.0,2024,VANIA HARTANTO,857131,4,4,2,2,4,1,2,3,3,81,82,98,SD,Steadiness-Dominant,NAN,80.0,29.0,7,2024,4.1
EMP100421,,2024,ADIT ANGGARA,122593,4,2,2,2,2,2,1,2,2,51,88,60,CI,Conscientious-Influencer,INTJ,85.0,22.0,1,2024,2.3333333333333335
EMP100422,3.0,2024,ARI HANDAYANI,412819,4,2,1,6,5,3,1,1,6,54,22,83,IC,Influencer-Conscientious,NAN,103.0,28.0,8,2024,3.0
EMP100423,3.0,2024,VALDO FAUZIAH,504461,2,3,1,4,1,1,1,2,6,83,20,42,NAN,Influencer-Steadiness,ENFJ,,,8,2024,2.6666666666666665
EMP100424,3.0,2024,VALDO RAMADHAN,583793,4,4,5,5,3,1,2,1,6,23,91,81,DI,Dominant-Influencer,ISFJ,94.0,29.0,8,2024,3.1
EMP100425,5.0,2024,NOVI BASKARA SINAGA,948537,4,1,2,1,3,3,2,4,6,53,40,46,DC,Dominant-Conscientious,ISFJ,83.0,28.0,8,2024,4.666666666666667
EMP100426,4.0,2024,DIMAS PAMUNGKAS,182205,4,2,1,4,1,3,1,2,5,50,64,64,DI,Dominant-Influencer,ENTJ,,,2,2024,4.222222222222222
EMP100427,5.0,2024,DIMAS ADI MAHENDRA,824622,4,2,4,5,3,1,2,3,1,42,69,21,ID,Influencer-Dominant,ENFJ,,32.0,7,2024,5.0
EMP100428,3.0,2024,UMAR PAMUNGKAS,651268,4,4,5,4,3,2,1,3,2,61,20,74,DC,Dominant-Conscientious,ESFP,,,9,2024,3.4444444444444446
EMP100429,4.0,2024,GITA CANDRA SITUMORANG,373545,1,1,3,3,4,3,1,4,6,31,59,95,SD,Steadiness-Dominant,INTP,132.0,28.0,8,2024,4.0
EMP100430,3.0,2024,VALDO NABILA ROHMAN,152410,1,1,5,3,4,2,1,1,4,39,93,30,CI,Conscientious-Influencer,NAN,97.0,25.0,5,2024,3.111111111111111
EMP100431,3.0,2024,NOVI WIJAYA PUTRA,672623,4,3,3,5,5,1,2,4,6,119,68,63,DI,Dominant-Influencer,NAN,140.0,24.0,4,2024,3.2
EMP100432,3.0,2024,RANI FADILLAH RAHMAWATI,816269,4,2,3,4,1,3,2,1,6,94,73,20,DI,Dominant-Influencer,ESTP,,,10,2024,3.2
EMP100433,3.0,2024,DIAN RIDWAN,953498,4,1,3,5,4,3,2,1,6,9,63,41,DC,Dominant-Conscientious,NAN,91.0,28.0,10,2024,3.25
EMP100434,3.0,2024,HADI WIBOWO,529665,3,4,3,2,5,1,3,3,5,59,46,70,CD,Conscientious-Dominant,INFP,137.0,33.0,7,2024,3.0
EMP100435,4.0,2024,INTAN SYAHPUTRA,846697,1,3,5,5,1,1,1,3,6,34,64,20,SD,Steadiness-Dominant,INFJ,121.0,21.0,5,2024,4.222222222222222
EMP100436,4.0,2024,ZAHRA WIJAYA,344400,2,1,4,6,1,3,2,1,2,94,75,67,ID,Influencer-Dominant,NAN,97.0,21.0,3,2024,3.888888888888889
EMP100437,3.0,2024,INDRA HARTANTO,694645,3,4,6,4,1,3,1,2,5,86,76,91,NAN,Dominant-Steadiness,ISTP,,,10,2024,2.8
EMP100438,3.0,2024,BAYU YUDHISTIRA SANTOSO,890632,1,4,3,3,5,3,3,1,5,50,60,65,ID,Influencer-Dominant,ESFJ,90.0,38.0,7,2024,2.888888888888889
EMP100439,2.0,2024,INTAN TAMBA,951570,3,1,5,1,2,2,3,2,6,54,29,88,IC,Influencer-Conscientious,ESFJ,83.0,30.0,3,2024,1.7
EMP100440,3.0,2024,CAHYO UTAMA SINAGA,982586,1,3,6,6,2,2,1,1,5,3,53,75,SD,Steadiness-Dominant,ESFJ,119.0,40.0,3,2024,2.888888888888889
EMP100441,2.0,2024,KARTIKA HERLAMBANG,110921,2,1,1,6,3,1,1,1,3,24,91,84,SC,Steadiness-Conscientious,INTP,118.0,34.0,6,2024,2.1
EMP100442,2.0,2024,ANDI QOLBI HIDAYAT,115176,3,4,3,5,1,2,3,2,2,29,91,29,IC,Influencer-Conscientious,ENTJ,138.0,35.0,7,2024,2.0
EMP100443,5.0,2024,BAYU QOLBI HIDAYAT,515233,3,2,5,5,3,3,3,3,5,49,45,79,CI,Conscientious-Influencer,ESFJ,117.0,26.0,9,2024,4.666666666666667
EMP100444,3.0,2024,DIMAS PURNAMA,741385,1,3,2,3,3,3,3,1,5,80,50,50,DC,Dominant-Conscientious,INFJ,114.0,19.0,2,2024,2.7777777777777777
EMP100445,2.0,2024,KURNIA WIJAYA,613214,1,3,5,6,2,1,2,3,6,31,97,55,IS,Influencer-Steadiness,ENTJ,97.0,18.0,3,2024,1.8888888888888888
EMP100446,1.0,2024,RIFQI IQBAL GINTING,433489,2,1,2,5,3,1,2,4,3,75,93,77,IC,Influencer-Conscientious,ENTJ,112.0,32.0,6,2024,1.1111111111111112
EMP100447,3.0,2024,RENDRA ZULFIKAR LESTARI,608514,1,3,3,3,3,3,3,2,4,23,48,97,ID,Influencer-Dominant,INFP,81.0,33.0,5,2024,3.2
EMP100448,,2024,GITA JATMIKO SANTOSO,564093,4,1,2,4,4,2,1,4,3,66,42,23,ID,Influencer-Dominant,ISTP,,,10,2024,2.6
EMP100449,2.0,2024,ARI RAMADHAN,776021,1,3,2,6,1,2,1,1,1,120,58,75,NAN,Conscientious-Influencer,ESFP,109.0,32.0,10,2024,2.0
EMP100450,5.0,2024,INDRA LESTARI,249957,4,3,5,3,5,1,1,3,1,19,46,99,DI,Dominant-Influencer,INTJ,134.0,28.0,10,2024,4.7
EMP100451,3.0,2024,FITRI QOLBI SIMANJUNTAK,143626,3,1,4,2,5,3,3,4,6,63,95,87,CD,Conscientious-Dominant,ESFP,85.0,24.0,3,2024,2.8
EMP100452,5.0,2024,ZAHRA ZULFIKAR RAMADHAN,908586,3,1,3,2,4,3,3,4,1,52,57,27,DC,Dominant-Conscientious,INFJ,118.0,26.0,8,2024,4.888888888888889
EMP100453,4.0,2024,YUNI SUBEKTI,595092,1,3,2,2,5,3,3,2,6,27,92,83,CI,Conscientious-Influencer,INTJ,112.0,18.0,4,2024,3.4444444444444446
EMP100454,4.0,2024,NADIA IQBAL MAULANA,711345,1,1,3,6,3,1,2,2,5,0,49,39,DI,Dominant-Influencer,ISTP,132.0,20.0,1,2024,4.0
EMP100455,,2024,ZAKI SIREGAR,932585,4,2,4,4,3,2,1,2,4,71,96,51,CS,Conscientious-Steadiness,INFTJ,,,10,2024,3.1
EMP100456,2.0,2024,RAMA GUNAWAN,604540,2,1,3,4,2,1,1,3,1,51,65,88,IS,Influencer-Steadiness,ESTJ,,,9,2024,2.2222222222222223
EMP100457,2.0,2024,NURLITA MAULANA,759462,1,1,3,6,3,2,3,3,4,63,41,95,SD,Steadiness-Dominant,ISTJ,117.0,26.0,2,2024,1.9
EMP100458,2.0,2024,FAJAR MAHARDIKA HANDAYANI,876151,4,2,3,5,2,2,3,1,6,70,27,89,IC,Influencer-Conscientious,ESFP,114.0,23.0,7,2024,2.0
EMP100459,3.0,2024,ZAHRA SYAHPUTRA,906970,1,1,1,3,3,1,3,3,5,81,29,28,NAN,Influencer-Conscientious,ESFJ,85.0,22.0,8,2024,3.0
EMP100460,4.0,2024,JOKO SINAGA,551128,4,2,4,3,3,2,2,1,4,45,49,23,SI,Steadiness-Influencer,ISTJ,89.0,29.0,4,2024,3.9
EMP100461,5.0,2024,NOVI SUHARTO,854545,3,1,3,2,3,2,1,3,3,37,74,88,CS,Conscientious-Steadiness,NAN,87.0,35.0,4,2024,4.0
EMP100462,2.0,2024,LESTARI ANGGARA,802474,4,3,5,6,2,1,1,3,3,28,81,54,CD,Conscientious-Dominant,ENTP,85.0,23.0,4,2024,1.8888888888888888
EMP100463,2.0,2024,ARIF KURNIAWAN,514863,4,4,4,3,3,1,3,2,4,91,62,95,DI,Dominant-Influencer,ISFJ,123.0,35.0,7,2024,2.2222222222222223
EMP100464,4.0,2024,ANISA ERLANGGA LUKMAN,604118,4,4,1,3,2,3,1,4,4,104,57,22,SD,Steadiness-Dominant,ESTJ,132.0,38.0,4,2024,3.875
EMP100465,1.0,2024,EKO PAMUNGKAS,583584,1,2,5,1,4,3,2,1,1,48,56,70,CS,Conscientious-Steadiness,ISTJ,119.0,28.0,4,2024,1.1
EMP100466,5.0,2024,GITA NABILA INDRAWAN,483945,2,4,6,2,4,1,3,3,5,48,91,93,DS,Dominant-Steadiness,ISTP,95.0,35.0,5,2024,4.857142857142857
EMP100467,1.0,2024,LESTARI MAHARDIKA SUHARTO,700106,1,4,6,6,2,3,1,1,3,10,81,63,DS,Dominant-Steadiness,ISFJ,115.0,23.0,8,2024,1.25
EMP100468,3.0,2024,DINDA ERLANGGA INDRAWAN,926889,1,1,3,3,1,2,1,3,5,26,75,98,NAN,Steadiness-Influencer,ISTP,,12.0,10,2024,3.125
EMP100469,3.0,2024,SARI SUHARTO,606506,3,4,6,5,3,2,3,1,3,57,34,89,DS,Dominant-Steadiness,INTJ,82.0,36.0,9,2024,3.0
EMP100470,2.0,2024,WULAN SAPUTRA SANTOSO,569255,1,2,3,4,3,2,3,2,4,64,72,57,SI,Steadiness-Influencer,ESTJ,,,10,2024,1.9
EMP100471,,2024,INDRA ZULFIKAR RAHMAWATI,660922,2,3,5,3,2,2,3,1,1,32,58,84,DC,Dominant-Conscientious,INTJ,123.0,36.0,4,2024,4.0
EMP100472,1.0,2024,RANI ZULFIKAR GINTING,858143,4,4,1,4,5,1,1,3,3,44,77,61,NAN,Dominant-Steadiness,ISTP,,,8,2024,1.3333333333333333
EMP100473,3.0,2024,ZAKI ZULFIKAR SALSABILA,529714,4,2,1,2,2,1,2,4,5,6,71,92,DS,Dominant-Steadiness,ESFJ,132.0,22.0,1,2024,3.1
EMP100474,,2024,VANIA IQBAL FAUZIAH,308819,1,3,2,5,1,3,2,4,2,45,53,100,CD,Conscientious-Dominant,ESFP,103.0,27.0,7,2024,3.111111111111111
EMP100475,,2024,RIZKY SETIAWAN,269930,1,1,4,3,4,1,1,2,1,47,76,69,SD,Steadiness-Dominant,INTP,94.0,26.0,6,2024,2.888888888888889
EMP100476,4.0,2024,SARI HARTANTO,161209,3,3,3,1,4,2,2,3,4,96,92,26,DS,Dominant-Steadiness,ENTJ,105.0,28.0,4,2024,4.2
EMP100477,2.0,2024,GITA WIBOWO,493852,2,2,4,1,4,3,2,3,6,98,98,88,SD,Steadiness-Dominant,ENFJ,,20.0,7,2024,2.2
EMP100478,3.0,2024,NURLITA KUSUMA PRATAMA,460826,4,4,5,2,4,1,1,2,2,66,28,100,DI,Dominant-Influencer,NAN,89.0,24.0,10,2024,2.888888888888889
EMP100479,3.0,2024,RENDRA YUDHISTIRA HERLAMBANG,444419,2,1,2,1,2,2,3,3,2,82,27,72,CI,Conscientious-Influencer,ENTJ,115.0,25.0,7,2024,2.888888888888889
EMP100480,5.0,2024,DIMAS MAULANA,947073,3,1,3,4,1,1,1,4,6,28,73,97,DI,Dominant-Influencer,ENFP,,,10,2024,4.75
EMP100481,4.0,2024,RAMA SALSABILA,569010,3,1,2,1,4,3,1,1,6,90,21,21,DC,Dominant-Conscientious,ENFP,100.0,29.0,9,2024,4.0
EMP100482,3.0,2024,RANI RACHMAN SETIAWAN,287204,1,4,2,5,5,3,3,4,6,38,50,75,NAN,Dominant-Influencer,ENTP,120.0,14.0,4,2024,2.7777777777777777
EMP100483,3.0,2024,INTAN NABILA PAMUNGKAS,691951,1,3,6,4,4,3,1,2,6,23,42,37,DI,Dominant-Influencer,ESFJ,,,5,2024,3.0
EMP100484,4.0,2024,CITRA NABILA HANDAYANI,406686,4,1,4,4,2,3,3,2,3,35,99,46,SD,Steadiness-Dominant,ENTP,,,7,2024,4.0
EMP100485,3.0,2024,GALIH AJI SAPUTRA,244322,1,3,6,5,2,2,3,3,4,20,60,72,CI,Conscientious-Influencer,ENTJ,111.0,18.0,5,2024,3.4
EMP100486,4.0,2024,JOKO SIMANJUNTAK,962324,4,3,3,5,3,2,1,3,4,22,88,78,SC,Steadiness-Conscientious,ESFJ,110.0,28.0,8,2024,3.8
